LocationID,BRDYEAR,survey_count_site_yr,Watershed,EventGUID,Survey_MONTH,Weather,Wind,AirTemp,WaterTemp,WaterVis,AvgD,MaxD,HabType,ground_sub,ground_emerg,ground_open_water,DominantSub,DominantEmerg,OtherVeg,CompleteSurvey,DrySurvey,GageHeight,Validation,SurveyMethodID,WaterSalinity,SalinityMethodID,WaterFlowID,Stranded,UTMNY_EggObs,UTMEX_EggObs,HorizontalError_m,Lat_EggObs,Long_EggObs,NumberofEggMasses,RangeofEggMasses,...64,...65,...66,...67,Date,beginningWY,dayOfWY,CoastalSite,obsv_total,yearly_rain,yearly_rain_lag,interpolated_emerg,interpolated_openwater,interpolated_sub,interpolated_canopy,water_flow,water_regime,ground_percent_cover_validation,interpolated_percent_cover_validation,mean_percent_sub,mean_percent_emerg,mean_percent_water,WaterVis_continuous
RC15,2016,9,Redwood Creek,{1AE0D778-78A1-4712-9DF2-18E0D7FBCC97},12,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2015-12-31,2015-10-01,91,FALSE,1,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,NA
RC15,2016,9,Redwood Creek,{A12736B2-71FA-4E34-84F3-DEED992B11C0},2,NA,0,NA,14,0,0.06,0.28,Pond,NA,NA,NA,NA,Cattails,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-02-11,2015-10-01,133,FALSE,3,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.28
RC15,2016,9,Redwood Creek,{98C0CF90-C696-49B3-890F-B8C102EDB561},1,Clear,3,NA,11.5,0,0.15,0.25,Pond,NA,NA,NA,NA,cattails,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-01-12,2015-10-01,103,FALSE,2,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.25
RC15,2016,9,Redwood Creek,{5CBC428F-EA56-4022-9815-03B786E709D7},4,Clear,1,18.9,16,0,0.2,0.29,Pond,0,90,10,NA,NA,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-04-13,2015-10-01,195,FALSE,2,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,TRUE,TRUE,9.545454545454545,67.27272727272728,18.636363636363637,0.29
RC15,2016,9,Redwood Creek,{F3FBA2D1-74FB-4CB7-BC45-C741E2C8577A},1,Overcast,0,17.8,11,0,0.2,0.35,Pond,5,90,5,NA,Typha sp.,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-01-28,2015-10-01,119,FALSE,2,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,TRUE,TRUE,12.045454545454545,67.27272727272728,16.136363636363637,0.2
RC15,2016,9,Redwood Creek,{DAB1F05A-A622-49CF-B691-A6A0E3B1F79C},3,Clear,1,20.6,13,0,0.25,0.4,Pond,NA,NA,NA,Typha,Typha,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2016-03-24,2015-10-01,175,FALSE,2,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.25
RC15,2016,9,Redwood Creek,{A716EBB9-CB55-4CED-9C29-52117CFFBE34},2,Clear,0,19.44,11,0,0.3,0.44,Pond,NA,NA,NA,lemna,cattails,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-02-24,2015-10-01,146,FALSE,3,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.13
RC15,2016,9,Redwood Creek,{A2BF51DB-5A9A-4E93-A689-D85E25DA9403},12,NA,NA,NA,NA,1,0.3,0.6,Pond,NA,NA,NA,NA,cattail,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2015-12-08,2015-10-01,68,FALSE,3,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.3
RC15,2016,9,Redwood Creek,{BE8CA6F8-54D0-4B59-8DD5-B25C068BCB2E},12,Overcast,0,15.8,9.2,1,0.75,1.5,Pond,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2015-12-18,2015-10-01,78,FALSE,3,75.6412,66.3702,44.54545454545455,27.272727272727273,19.09090909090909,9.090909090909092,lentic,seasonal,FALSE,TRUE,19.09090909090909,44.54545454545455,27.272727272727273,0.5
RC15,2017,8,Redwood Creek,{9E350997-AE06-41FB-A134-94BC8369756F},11,Partial Cloud,0,16.1,11.5,0,0.16,0.5,Emerg. wetland,2,93,7,duckweed,cattail,NA,TRUE,FALSE,NA,FALSE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-11-22,2016-10-01,52,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,FALSE,TRUE,16.363636363636363,48.18181818181818,24.090909090909093,0.16
RC15,2017,8,Redwood Creek,{286D4D69-A326-41FC-9D0B-C48F585BA449},12,Clear,1,20.2,8.5,1,0.3,0.45,Pond,0,97,3,lemina,typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-12-21,2016-10-01,81,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.181818181818182,72.5909090909091,13.545454545454547,0.3
RC15,2017,8,Redwood Creek,{E0BCEB68-8B5A-4621-9ACF-73D82D602C0C},12,Mostly Cloudy,0,13.4,10,0,0.3,0.45,Pond,0,95,5,lemina minor,cattails,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-12-12,2016-10-01,72,FALSE,1,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.181818181818182,71.5909090909091,14.545454545454547,0.25
RC15,2017,8,Redwood Creek,{2ADE9E3D-9CB5-4CA1-A4C3-26CC1FF5FA2F},12,Clear,0,20,9.5,0,0.3,0.7,Pond,2,93,7,lemina minor,cattails,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2016-12-01,2016-10-01,61,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,FALSE,TRUE,16.363636363636363,48.18181818181818,24.090909090909093,0.15
RC15,2017,8,Redwood Creek,{1F580DC4-08CE-4A2F-A9CA-C98BEEB74110},1,Overcast,NA,9,8,1,0.33,0.57,Emerg. wetland,1,90,9,lemina minor,cattails,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2017-01-06,2016-10-01,97,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.681818181818182,69.0909090909091,16.545454545454547,0.45
RC15,2017,8,Redwood Creek,{77B5D748-C8FF-4518-AE4E-BA7F3AE85CD2},3,Clear,1,17.1,11,0,0.35,0.5,Pond,0,90,10,NA,cattail,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2017-03-01,2016-10-01,151,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.181818181818182,69.0909090909091,17.045454545454547,0.27
RC15,2017,8,Redwood Creek,{69F95FDE-841A-4757-8F07-533C7EEDAAA6},2,Partial Cloud,0,17,13,0,0.4,0.55,Pond,0,93,7,algae,cattails,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2017-02-15,2016-10-01,137,FALSE,3,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.181818181818182,70.5909090909091,15.545454545454547,0.15
RC15,2017,8,Redwood Creek,{2B2DF17C-439F-4A8E-9E5D-5C5FCD09E8BA},1,Mostly Cloudy,3,NA,11,1,NA,0.48,Pond,0,98,2,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2017-01-30,2016-10-01,121,FALSE,2,143.5354,58.2422,48.18181818181818,24.090909090909093,16.363636363636363,11.363636363636363,lentic,seasonal,TRUE,TRUE,8.181818181818182,73.0909090909091,13.045454545454547,0.3
RC15,2018,5,Redwood Creek,{76C441E0-72CA-407C-973D-1EACE797EB84},3,Clear,0,27.5,13,0,0.2,0.47,Pond,30,50,20,NA,Typha,algae,NA,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2018-03-29,2017-10-01,179,FALSE,1,62.103,70.2818,51.81818181818181,20.90909090909091,13.636363636363637,13.636363636363637,lentic,seasonal,TRUE,TRUE,21.81818181818182,50.90909090909091,20.454545454545453,0.25
RC15,2018,5,Redwood Creek,{BD8FBC42-00F9-4CE9-80E9-822D478A4D61},3,Clear,2,NA,NA,1,0.4,0.55,MeadowWetland,0,95,5,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2018-03-05,2017-10-01,155,FALSE,1,62.103,70.2818,51.81818181818181,20.90909090909091,13.636363636363637,13.636363636363637,lentic,seasonal,TRUE,TRUE,6.818181818181818,73.4090909090909,12.954545454545455,0.55
RC15,2018,5,Redwood Creek,{33EFAAAA-D730-441C-A87B-17D5A58836AF},12,Mostly Cloudy,2,13.9,7.5,0,0.4,0.6,Pond,2,78,20,Lemna,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2017-12-19,2017-10-01,79,FALSE,1,62.103,70.2818,51.81818181818181,20.90909090909091,13.636363636363637,13.636363636363637,lentic,seasonal,TRUE,TRUE,7.818181818181818,64.9090909090909,20.454545454545453,0.25
RC15,2018,5,Redwood Creek,{FC86A2B5-89CC-48EF-A9DA-5EF3D74B87CA},2,Clear,2,24.5,14.9,1,NA,NA,Pond,0,90,10,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2018-02-01,2017-10-01,123,FALSE,1,62.103,70.2818,51.81818181818181,20.90909090909091,13.636363636363637,13.636363636363637,lentic,seasonal,TRUE,TRUE,6.818181818181818,70.9090909090909,15.454545454545455,0.3
RC15,2018,5,Redwood Creek,{C98223B8-F3E1-47DE-B2C6-F96A341744B2},1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,2018-01-02,2017-10-01,93,FALSE,0,62.103,70.2818,51.81818181818181,20.90909090909091,13.636363636363637,13.636363636363637,lentic,seasonal,FALSE,TRUE,13.636363636363637,51.81818181818181,20.90909090909091,NA
RC15,2019,3,Redwood Creek,{801D7C53-264F-4289-BEAA-50605D14ABF1},2,Clear,2,NA,NA,1,0.4,NA,NA,0,95,5,NA,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,1,FALSE,4190481,537489,NA,37.86102321,-122.5738093,2,NA,NA,NA,NA,NA,2019-02-22,2018-10-01,144,FALSE,1,123.69800000000001,75.6412,55.45454545454545,17.727272727272727,10.90909090909091,15.909090909090908,lentic,seasonal,TRUE,TRUE,5.454545454545455,75.22727272727272,11.363636363636363,0.3
RC15,2019,3,Redwood Creek,{88DAC8B7-7030-4BD8-8438-2BF4FAA2DBA5},1,Mostly Cloudy,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2019-01-29,2018-10-01,120,FALSE,1,123.69800000000001,75.6412,55.45454545454545,17.727272727272727,10.90909090909091,15.909090909090908,lentic,seasonal,FALSE,TRUE,10.90909090909091,55.45454545454545,17.727272727272727,NA
RC15,2019,3,Redwood Creek,{02785FE0-7E7C-483F-9DC1-26B77C885614},12,Partial Cloud,1,NA,NA,1,NA,NA,NA,0,99,1,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2018-12-19,2018-10-01,79,FALSE,2,123.69800000000001,75.6412,55.45454545454545,17.727272727272727,10.90909090909091,15.909090909090908,lentic,seasonal,TRUE,TRUE,5.454545454545455,77.22727272727272,9.363636363636363,0.3
RC15,2020,5,Redwood Creek,{AEE2AE2B-96ED-428B-89B8-EB576510F764},1,Clear,0,NA,NA,0,0.1,0.2,Ditch,5,90,5,Azolla,"Typha,Oenanthe",NA,NA,FALSE,NA,TRUE,2,NA,NA,1,FALSE,4190482.473,537471.7904,5,37.86103718,-122.5740048,9,NA,NA,NA,NA,NA,2020-01-30,2019-10-01,121,FALSE,1,58.2676,143.5354,59.09090909090909,14.545454545454543,8.18181818181818,18.181818181818183,lentic,seasonal,TRUE,TRUE,6.59090909090909,74.54545454545455,9.772727272727272,0.2
RC15,2020,5,Redwood Creek,{5CD89CC8-F696-4E0D-80B2-8B8E6BA849B4},12,Mostly Cloudy,NA,17.5,11,1,0.15,0.25,Pond,1,84,15,Lemna,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,4190500.292,537495.0848,3,37.86119682,-122.5737391,0,NA,NA,NA,NA,NA,2019-12-10,2019-10-01,70,FALSE,3,58.2676,143.5354,59.09090909090909,14.545454545454543,8.18181818181818,18.181818181818183,lentic,seasonal,TRUE,TRUE,4.59090909090909,71.54545454545455,14.772727272727272,0.3
RC15,2020,5,Redwood Creek,{2CFB5B3B-2308-4BCD-816C-64BB54399435},12,Clear,0,14,11,NA,0.3,NA,NA,0,99,1,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2019-12-31,2019-10-01,91,FALSE,2,58.2676,143.5354,59.09090909090909,14.545454545454543,8.18181818181818,18.181818181818183,lentic,seasonal,TRUE,TRUE,4.09090909090909,79.04545454545455,7.772727272727272,NA
RC15,2020,5,Redwood Creek,{0FF59729-7A15-4E90-A0E8-98E9ED9349C4},2,Partial Cloud,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,4190481.331,537478.8037,3,37.8610266,-122.5739252,4,NA,NA,NA,NA,NA,2020-02-14,2019-10-01,136,FALSE,1,58.2676,143.5354,59.09090909090909,14.545454545454543,8.18181818181818,18.181818181818183,lentic,seasonal,FALSE,TRUE,8.18181818181818,59.09090909090909,14.545454545454543,NA
RC15,2020,5,Redwood Creek,{290403EC-9FC2-4A07-8D1D-F8BAEA380084},12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,4190500.778,537501.3704,4,37.86120095,-122.5736676,0,NA,NA,NA,NA,NA,2019-12-20,2019-10-01,80,FALSE,3,58.2676,143.5354,59.09090909090909,14.545454545454543,8.18181818181818,18.181818181818183,lentic,seasonal,FALSE,TRUE,8.18181818181818,59.09090909090909,14.545454545454543,NA
RC15,2021,7,Redwood Creek,{799227C7-FA05-477C-92FF-66F94AEF806F},3,Clear,2,21,13.2,0,0.15,0.4,Pond,2,90,8,Lemna,Typha,NA,TRUE,TRUE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-03-30,2020-10-01,180,FALSE,1,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,TRUE,TRUE,3.7272727272727266,76.36363636363636,9.681818181818182,0.2
RC15,2021,7,Redwood Creek,{574D554D-29B3-4F7A-BF3C-410ABAE2D08D},3,Mostly Cloudy,1,17.6,10.4,0,0.15,0.4,Pond,0,90,10,NA,Typha,NA,TRUE,TRUE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-03-05,2020-10-01,155,FALSE,1,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,TRUE,TRUE,2.7272727272727266,76.36363636363636,10.681818181818182,0.1
RC15,2021,7,Redwood Creek,{0E943A88-22C1-4DB9-8A7B-F5A7DBCC8975},3,Overcast,1,13.1,10.2,0,0.2,0.3,Pond,0,95,5,NA,Typha,NA,FALSE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-03-17,2020-10-01,167,FALSE,1,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,TRUE,TRUE,2.7272727272727266,78.86363636363636,8.181818181818182,0.2
RC15,2021,7,Redwood Creek,{3D4851CF-4BA7-4B78-A91B-24FCDFF49459},2,Clear,1,19.8,10.6,0,0.2,0.33,Pond,0,85,15,NA,"Typha,Cyperaceae",NA,TRUE,TRUE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-02-24,2020-10-01,146,FALSE,1,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,TRUE,TRUE,2.7272727272727266,73.86363636363636,13.181818181818182,0.2
RC15,2021,7,Redwood Creek,{273FC321-BC0F-493E-BEA3-CF4A6C347569},2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-02-10,2020-10-01,132,FALSE,2,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,FALSE,TRUE,5.454545454545453,62.72727272727273,11.363636363636363,NA
RC15,2021,7,Redwood Creek,{148D233F-3D16-4DCD-91BC-2329F695E06C},1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-01-11,2020-10-01,102,FALSE,2,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,FALSE,TRUE,5.454545454545453,62.72727272727273,11.363636363636363,NA
RC15,2021,7,Redwood Creek,{07D13480-5C3D-43BA-9107-DBBF474BF864},12,Clear,1,21.5,7.7,NA,NA,NA,MeadowWetland,0,99,1,NA,"Juncus,Typha,Cyperaceae",Alder and willow trees,TRUE,TRUE,NA,TRUE,2,NA,NA,1,FALSE,4190496.465,537503.079,4,37.861162,-122.5736484,0,NA,NA,NA,NA,NA,2020-12-08,2020-10-01,68,FALSE,2,34.239200000000004,62.103,62.72727272727273,11.363636363636363,5.454545454545453,20.454545454545457,lentic,seasonal,TRUE,TRUE,2.7272727272727266,80.86363636363636,6.181818181818182,NA
RC15,2022,7,Redwood Creek,{CFF9E0D5-9C1F-484F-97E8-D9298280860E},1,Clear,1,18.2,10.6,0,0.1,0.3,Pond,0,95,5,0,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,4190488.646,537477.1562,NA,37.8610926,-122.5739435,3,NA,NA,NA,NA,NA,2022-01-26,2021-10-01,117,FALSE,2,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,80.68181818181819,6.590909090909092,0.15
RC15,2022,7,Redwood Creek,{84F90906-E362-4F2C-B012-2D9F7935AFB1},2,Partial Cloud,1,23.5,10.7,1,0.15,0.35,MeadowWetland,0,85,15,0,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,4190495.966,537486.2887,4,37.8611582,-122.5738393,1,NA,NA,NA,NA,NA,2022-02-09,2021-10-01,131,FALSE,2,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,75.68181818181819,11.590909090909092,0.35
RC15,2022,7,Redwood Creek,{2F973390-BE61-4683-9416-DB9AD0E5002A},12,Overcast,1,14.3,12.6,1,0.2,0.4,Pond,0,80,20,0,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-12-08,2021-10-01,68,FALSE,2,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,73.18181818181819,14.090909090909092,0.35
RC15,2022,7,Redwood Creek,{F8EB35C6-797F-4C8B-801F-F68403A0DCB1},1,Clear,2,16.9,10.5,0,0.3,0.5,MeadowWetland,0,80,20,0,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2022-01-10,2021-10-01,101,FALSE,2,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,73.18181818181819,14.090909090909092,0.25
RC15,2022,7,Redwood Creek,{55DB39AE-3AA3-4E59-B4E8-2984439DE428},3,Clear,2,16.6,7.7,0,0.5,0.2,Pond,0,90,10,0,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,4190475.006,537481.1945,6,37.8609695,-122.5738983,3,NA,NA,NA,NA,NA,2022-03-10,2021-10-01,160,FALSE,1,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,78.18181818181819,9.090909090909092,0.25
RC15,2022,7,Redwood Creek,{39C35216-854E-407E-B261-A80A96ABABF5},11,Clear,0,NA,NA,1,NA,0.35,MeadowWetland,0,90,10,0,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-11-24,2021-10-01,54,FALSE,1,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,78.18181818181819,9.090909090909092,0.3
RC15,2022,7,Redwood Creek,{632363FB-5773-46ED-81BC-68A436AE5105},12,Overcast,2,7.8,10.1,NA,NA,NA,MeadowWetland,0,85,15,0,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-12-28,2021-10-01,88,FALSE,1,90.6272,123.69800000000001,66.36363636363636,8.181818181818183,2.727272727272726,22.727272727272727,lentic,seasonal,TRUE,TRUE,1.363636363636363,75.68181818181819,11.590909090909092,NA
RC15,2023,5,Redwood Creek,{245D98E6-8BB8-43E8-8891-2478B7B7A8AB},2,Clear,2,13,7,0,0.1,0.2,Pond,0,90,10,0,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,1,FALSE,4190487.814,537480.6316,4,37.86108496,-122.573904,12,NA,NA,NA,NA,NA,2023-02-07,2022-10-01,129,FALSE,2,133.6802,58.2676,70,5,0,25,lentic,seasonal,TRUE,TRUE,0,80,7.5,0.2
RC15,2023,5,Redwood Creek,{61C920F5-7FC6-4601-B630-0E717E66720C},1,Clear,1,18.5,10,0,0.1,0.3,Pond,0,90,10,0,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2023-01-24,2022-10-01,115,FALSE,2,133.6802,58.2676,70,5,0,25,lentic,seasonal,TRUE,TRUE,0,80,7.5,0.2
RC15,2023,5,Redwood Creek,{7B779424-0F9B-46B7-B314-18A7441998C2},3,Clear,1,19,7.7,0,0.3,0.4,Pond,0,90,10,0,"Juncus,Typha,Oenanthe",NA,TRUE,FALSE,NA,TRUE,2,NA,NA,2,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2023-03-27,2022-10-01,177,FALSE,1,133.6802,58.2676,70,5,0,25,lentic,seasonal,TRUE,TRUE,0,80,7.5,0.2
RC15,2023,5,Redwood Creek,{F724FF73-8E9C-4E65-A1B2-9C4A095E914B},3,Clear,1,16.8,9.8,1,0.3,0.5,Pond,0,80,20,0,Typha,NA,NA,FALSE,NA,TRUE,2,NA,NA,2,FALSE,4190451.764,537208.958,310,37.86077118,-122.5769943,8,NA,NA,NA,NA,NA,2023-03-03,2022-10-01,153,FALSE,2,133.6802,58.2676,70,5,0,25,lentic,seasonal,TRUE,TRUE,0,75,12.5,0.3
RC15,2023,5,Redwood Creek,{C0903D3D-D149-411C-8E20-B2E75F0C3A07},12,Mostly Cloudy,0,16,8,1,0.7,1,Pond,10,70,20,10,Typha,NA,TRUE,FALSE,NA,TRUE,2,NA,NA,1,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2022-12-08,2022-10-01,68,FALSE,2,133.6802,58.2676,70,5,0,25,lentic,seasonal,TRUE,TRUE,5,70,12.5,0.5
RC15,2024,6,Redwood Creek,{741578A4-85CD-4458-B8DF-1A2D6867821D},1,Partial,1,12,9,0,0.15,0.45,Pond,0,95,5,NA,Typha,NA,TRUE,FALSE,NA,TRUE,2,0,NA,1,FALSE,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,2024-01-08,2023-10-01,99,FALSE,3,11.8618,34.239200000000004,NA,NA,NA,NA,lentic,seasonal,TRUE,FALSE,0,95,5,0.25
