LocationID,BRDYEAR,Watershed,first_breeding,rain_to_date,MaxD,NumberofEggMasses,yearly_rain,yearly_rain_lag,AirTemp,WaterTemp,water_flow,water_regime,WaterVis,DrySurvey,MaxD_yearly,MaxD_proportion,dir_dur,cum_sun_hours,status
TV02,2019,Tennessee Valley,120,19.95,1.24,1,48.7,29.78,14.4,11,lentic,perennial,1,FALSE,1.2596666666666667,0.984387404075152,9.787259102,1188.538627622,2
WG01,2019,Wilkins Gulch,63,8.64,0.4,1,48.7,29.78,12,NA,lentic,seasonal,1,FALSE,0.4,1,9.531779289,667.26048753,2
KC01,2020,Kanoff Creek,76,9.51,0.4,1,22.94,56.51,21,NA,lentic,seasonal,1,FALSE,0.4660714285714286,0.8582375478927203,9.370010376,793.41022683,2
LS01,2020,Laguna Salada,115,17.48,NA,1,22.94,56.51,15.6,13.3,lentic,perennial,1,FALSE,NA,NA,9.832573891,1159.618778224,2
LS07,2020,Laguna Salada,115,17.48,0.7,1,22.94,56.51,NA,NA,lentic,seasonal,0,FALSE,0.6333333333333333,1.1052631578947367,9.832573891,1155.401273714,2
MC01,2020,Milagra Creek,98,14.49,NA,13,22.94,56.51,NA,NA,lentic,seasonal,NA,FALSE,0.2827868852459016,NA,9.42524147,997.167450857,2
OL01,2020,Olema Creek,114,17.48,NA,1,22.94,56.51,NA,NA,lentic,perennial,1,FALSE,NA,NA,9.759975433,1142.922394767,2
RC07,2020,Redwood Creek,91,14.45,1.41,1,22.94,56.51,10,7,lentic,perennial,1,FALSE,1.153333333333333,1.222543352601156,9.236112595,923.279032691,2
RC10,2020,Redwood Creek,147,17.67,1.3,1,22.94,56.51,19.7,7.8,lentic,seasonal,1,FALSE,1.3,1,11.03283882,1487.120030426,2
RC11,2020,Redwood Creek,121,17.67,2,1,22.94,56.51,16.2,12.8,lentic,seasonal,1,FALSE,1.768,1.1312217194570136,10.03309917,1212.929132422,2
RC15,2020,Redwood Creek,121,17.67,0.2,7,22.94,56.51,NA,NA,lentic,seasonal,0,FALSE,0.2,1,10.03309917,1214.430198667,2
RC20,2020,Redwood Creek,121,17.67,0.34,1,22.94,56.51,13.6,12.1,both,perennial,0,FALSE,1.0184615384615383,0.3338368580060423,10.066432,1217.45012091,2
RC25,2020,Redwood Creek,135,17.67,NA,1,22.94,56.51,14,10.5,lentic,seasonal,0,FALSE,NA,NA,10.46840382,1358.567576416,2
RL02,2020,Rodeo Lagoon,77,9.54,NA,1,22.94,56.51,NA,9.4,lentic,perennial,1,FALSE,NA,NA,9.836234093,829.858552955,2
TV02,2020,Tennessee Valley,80,11.15,NA,1,22.94,56.51,13.2,10.4,lentic,perennial,1,FALSE,1.2286666666666666,NA,9.158353806,814.011816976,2
WG01,2020,Wilkins Gulch,77,9.54,0.4,1,22.94,56.51,NA,NA,lentic,seasonal,1,FALSE,0.4171428571428571,0.9589041095890412,9.358279228,798.832675907,2
KC01,2021,Kanoff Creek,96,6.24,0.45,1,13.48,24.45,14.5,11,lentic,seasonal,0,FALSE,0.4475,1.005586592178771,9.439576149,980.730112082,2
LS01,2021,Laguna Salada,155,11.01,NA,1,13.48,24.45,16.1,15.6,lentic,perennial,1,FALSE,NA,NA,11.35641003,1582.046287527,2
LS08,2021,Laguna Salada,131,9.88,1.2,1,13.48,24.45,13.3,10,lentic,perennial,0,FALSE,1.2,1,10.30803585,1318.293549525,2
MC01,2021,Milagra Creek,131,9.88,0.06,1,13.48,24.45,13.5,15,lentic,seasonal,0,FALSE,0.07647058823529412,0.7846153846153845,10.30803585,1322.953746738,2
RC07,2021,Redwood Creek,132,9.88,0.88,1,13.48,24.45,NA,6,lentic,perennial,1,FALSE,1.316875,0.668248694826768,10.30996132,1321.859848955,2
RC10,2021,Redwood Creek,132,9.88,2,1,13.48,24.45,19,9,lentic,seasonal,1,FALSE,2,1,10.31270885,1327.370841026,2
RC11,2021,Redwood Creek,132,9.88,1.05,1,13.48,24.45,21,14,lentic,seasonal,1,FALSE,1.425,0.7368421052631579,10.27699375,1324.946613282,2
RC20,2021,Redwood Creek,132,9.88,0.6,1,13.48,24.45,19,15,both,perennial,1,FALSE,1.510909090909091,0.3971119133574007,10.31545544,1329.78738117,2
RL02,2021,Rodeo Lagoon,99,6.35,NA,1,13.48,24.45,11,8.9,lentic,perennial,1,FALSE,NA,NA,10.27529335,1047.838984515,2
TV02,2021,Tennessee Valley,103,6.36,1.16,1,13.48,24.45,NA,NA,lentic,perennial,1,FALSE,1.1939,0.971605662115755,9.32584095,1025.712877271,2
WG01,2021,Wilkins Gulch,128,9.88,0.35,1,13.48,24.45,14,13,lentic,seasonal,1,FALSE,0.3722222222222222,0.9402985074626866,10.22499561,1289.94435499,2
KC01,2022,Kanoff Creek,38,16.92,0.35,1,35.68,48.7,18.6,9,lentic,seasonal,1,FALSE,0.46071428571428574,0.7596899224806201,10.23421955,425.20831776,2
LS01,2022,Laguna Salada,154,31.96,NA,1,35.68,48.7,10,11.1,lentic,perennial,1,FALSE,NA,NA,11.289396289999999,1570.689877497,2
LS06,2022,Laguna Salada,91,30.25,1.2,3,35.68,48.7,12,11.5,lentic,seasonal,1,FALSE,1.15,1.0434782608695652,9.3055439,927.70397281,2
LS07,2022,Laguna Salada,91,30.25,NA,1,35.68,48.7,12.4,10,lentic,seasonal,1,FALSE,1.221111111111111,NA,9.3055439,927.246989237,2
LS08,2022,Laguna Salada,103,31.78,1,1,35.68,48.7,20,13.5,lentic,perennial,1,FALSE,1.143333333333333,0.8746355685131195,9.48174572,1040.876858707,2
MC01,2022,Milagra Creek,103,31.78,1.5,1,35.68,48.7,17,14,lentic,seasonal,0,FALSE,1.5,1,9.48174572,1044.433910322,2
RC07,2022,Redwood Creek,101,31.78,1.5,1,35.68,48.7,15.6,8,lentic,perennial,1,FALSE,1.1838461538461538,1.267056530214425,9.360679626,1016.487809165,2
RC11,2022,Redwood Creek,117,31.78,1.3,1,35.68,48.7,15.7,9.8,lentic,seasonal,1,FALSE,1.275,1.0196078431372548,9.811114311,1173.218505825,2
RC13,2022,Redwood Creek,117,31.78,1,1,35.68,48.7,15.8,8,lentic,perennial,1,FALSE,1,1,9.852781296,1174.485823632,2
RC15,2022,Redwood Creek,117,31.78,0.3,1,35.68,48.7,18.2,10.6,lentic,seasonal,0,FALSE,0.29,1.0344827586206895,9.852781296,1174.606477739,2
RC20,2022,Redwood Creek,117,31.78,0.9,1,35.68,48.7,17.8,10.3,both,perennial,1,FALSE,0.8060869565217391,1.116504854368932,9.929704666,1177.48555754,2
RC25,2022,Redwood Creek,117,31.78,0.25,1,35.68,48.7,17.2,14.8,lentic,seasonal,0,FALSE,0.24166666666666667,1.0344827586206895,9.888037682,1175.496373173,2
RL02,2022,Rodeo Lagoon,34,15.68,NA,1,35.68,48.7,NA,NA,lentic,perennial,NA,FALSE,NA,NA,10.665308,386.70405295,2
TV02,2022,Tennessee Valley,54,18.55,1.23,1,35.68,48.7,21,10,lentic,perennial,1,FALSE,1.263095238095238,0.973798303487276,9.523812294,573.047879218,2
TV06,2022,Tennessee Valley,173,32.05,NA,1,35.68,48.7,NA,NA,lentic,perennial,NA,FALSE,NA,NA,11.93338966,1789.845672565,2
WG01,2022,Wilkins Gulch,43,18.47,NA,1,35.68,48.7,NA,NA,lentic,seasonal,1,FALSE,0.4672972972972973,NA,10.0309782,472.93420789,2
KC01,2023,Kanoff Creek,94,18.83,0.5,1,52.63,22.94,13.1,14,lentic,seasonal,0,FALSE,0.490625,1.019108280254777,9.405625343,961.900702483,2
LS01,2023,Laguna Salada,111,31.63,NA,1,52.63,22.94,8,7.2,lentic,perennial,1,FALSE,NA,NA,9.703244209,1120.387430186,2
LS04,2023,Laguna Salada,151,37.64,NA,1,52.63,22.94,NA,NA,lentic,perennial,NA,FALSE,NA,NA,11.19159222,1536.358092298,2
LS06,2023,Laguna Salada,108,31.63,0,2,52.63,22.94,NA,NA,lentic,seasonal,NA,TRUE,1.12,0,9.580821991,1087.977654451,2
LS07,2023,Laguna Salada,108,31.63,0,2,52.63,22.94,NA,NA,lentic,seasonal,NA,TRUE,1.4500000000000002,0,9.545107841,1087.354828821,2
LS08,2023,Laguna Salada,108,31.63,0,9,52.63,22.94,NA,NA,lentic,perennial,NA,TRUE,1.5166666666666666,0,9.580821991,1088.706106183,2
LS11,2023,Laguna Salada,128,33.33,NA,1,52.63,22.94,11.1,8.9,lentic,perennial,1,FALSE,NA,NA,10.28089428,1292.423912057,2
LS12,2023,Laguna Salada,138,33.65,NA,1,52.63,22.94,NA,NA,lentic,seasonal,NA,FALSE,NA,NA,10.5898571,1390.600729931,2
RC07,2023,Redwood Creek,115,31.63,1.35,1,52.63,22.94,16,5.6,lentic,perennial,0,FALSE,1.3795454545454546,0.9785831960461284,9.779551506,1150.870413763,2
RC10,2023,Redwood Creek,129,33.33,1.5,1,52.63,22.94,14.1,7,lentic,seasonal,0,FALSE,1.5,1,10.22721767,1296.486108786,2
RC11,2023,Redwood Creek,115,31.63,1.5,1,52.63,22.94,18,9.6,lentic,seasonal,0,FALSE,1.25,1.2,9.779551506,1153.547516789,2
RC13,2023,Redwood Creek,129,33.33,1,1,52.63,22.94,NA,8.8,lentic,perennial,1,FALSE,1.0666666666666669,0.9375,10.19425106,1295.43782998,2
RC15,2023,Redwood Creek,129,33.33,0.2,1,52.63,22.94,13,7,lentic,seasonal,0,FALSE,0.3333333333333333,0.6000000000000001,10.22996521,1295.629912387,2
RC20,2023,Redwood Creek,153,37.64,0.5,2,52.63,22.94,16.8,14.2,both,perennial,1,FALSE,0.5047619047619047,0.9905660377358492,11.14309978,1556.59045695,2
RC24,2023,Redwood Creek,129,33.33,0.3,1,52.63,22.94,14.1,11.8,lentic,seasonal,0,FALSE,0.3,1,10.18875599,1293.029809938,2
RC25,2023,Redwood Creek,115,31.63,0.3,2,52.63,22.94,20.5,8.9,lentic,seasonal,0,FALSE,0.38,0.7894736842105263,9.815265656,1155.712746616,2
RL02,2023,Rodeo Lagoon,86,7.04,0.79,1,52.63,22.94,12.2,9.3,lentic,perennial,1,FALSE,1.47672131147541,0.5349689165186501,9.833346367,917.713482878,2
TV02,2023,Tennessee Valley,81,6.15,1.06,1,52.63,22.94,10,5.4,lentic,perennial,1,FALSE,1.7825,0.5946704067321178,9.138278008,823.150094984,2
WG01,2023,Wilkins Gulch,88,10.75,0.37,1,52.63,22.94,13,11,lentic,seasonal,0,FALSE,0.4165625,0.8882220555138785,9.355694771,901.546980831,2
WU02,2023,West Union,132,33.33,0.75,1,52.63,22.94,NA,NA,lentic,seasonal,0,FALSE,1.215,0.617283950617284,10.30703735,1327.384865784,2
KC01,2024,Kanoff Creek,81,4.67,0.4,1,4.67,13.48,17.3,12.4,lentic,seasonal,0,FALSE,0.454375,0.8803301237964236,9.382925987,840.218337066,2
LS06,2024,Laguna Salada,135,4.67,1.5,1,4.67,13.48,15.7,12,lentic,seasonal,1,FALSE,1.5333333333333332,0.9782608695652176,10.48674011,1359.214567173,2
LS07,2024,Laguna Salada,99,4.67,1,1,4.67,13.48,12,NA,lentic,seasonal,1,FALSE,1.6571428571428573,0.603448275862069,9.357673645,1002.018109308,2
RC07,2024,Redwood Creek,134,4.67,1.75,1,4.67,13.48,14,8.3,lentic,perennial,1,FALSE,1.7291666666666667,1.0120481927710845,10.3487854,1342.554847695,2
RC11,2024,Redwood Creek,134,4.67,NA,1,4.67,13.48,15.2,13.9,lentic,seasonal,0,FALSE,NA,NA,10.35473728,1345.680896732,2
RC13,2024,Redwood Creek,134,4.67,1.5,1,4.67,13.48,14.6,11.1,lentic,perennial,0,FALSE,1.5,1,10.35473728,1347.03042603,2
RC15,2024,Redwood Creek,120,4.67,0.6,1,4.67,13.48,12.5,12.1,lentic,seasonal,0,FALSE,0.5454545454545454,1.1,9.983687401,1204.397099497,2
RC20,2024,Redwood Creek,134,4.67,0.25,1,4.67,13.48,16,12.7,both,perennial,0,FALSE,0.21666666666666667,1.1538461538461535,10.39045143,1350.62404537,2
RC24,2024,Redwood Creek,120,4.67,0.2,1,4.67,13.48,20.3,15,lentic,seasonal,0,FALSE,0.2,1,9.930116653,1202.012747758,2
RC25,2024,Redwood Creek,134,4.67,0.25,2,4.67,13.48,15,10.6,lentic,seasonal,0,FALSE,0.2590909090909091,0.9649122807017544,10.3487854,1348.099172596,2
RL02,2024,Rodeo Lagoon,58,3.17,1.5,1,4.67,13.48,12.8,9.6,lentic,perennial,0,FALSE,1.9830508474576272,0.7564102564102564,10.31113625,637.96679786,2
TV02,2024,Tennessee Valley,58,3.17,2,1,4.67,13.48,21,9.8,lentic,perennial,1,FALSE,2,1,9.374443054,610.740681647,2
WG01,2024,Wilkins Gulch,86,4.67,0.4,1,4.67,13.48,17,13,lentic,seasonal,1,FALSE,0.4,1,9.348067284,882.855666134,2
